?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/GO_0060341>	"Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell."	
<http://purl.obolibrary.org/obo/CHEBI_35221>	"A substance which is structurally similar to a metabolite but which competes with it or replaces it, and so prevents or reduces its normal utilization."	"Wikipedia:Antimetabolite"
<http://purl.obolibrary.org/obo/CHEBI_30911>		"Wikipedia:Sorbitol Beilstein:1721909 Gmelin:83165"
<http://purl.obolibrary.org/obo/CHEBI_35410>	"A primary diamine is a compound derived from a hydrocarbon by replacing two hydrogen atoms by amino groups."	"KEGG:C02311"
<http://purl.obolibrary.org/obo/CHEBI_60240>	"A metal cation with a valence of two."	
<http://purl.obolibrary.org/obo/CHEBI_73537>	"Any naphthyridine derivative that is a derivative of 1,8-naphthyridine."	
<http://purl.obolibrary.org/obo/CHEBI_76790>	"An EC 2.4.* (glycosyltransferase) inhibitor that interferes with the action of any pentosyltransferase (EC 2.4.2.*)."	
<http://purl.obolibrary.org/obo/CHEBI_15369>	"A large group of antibiotics isolated from various species of Streptomyces and characterised by having a substituted phenoxazine ring linked to two cyclic heterodetic peptides."	"KEGG:C01775 CAS:1402-38-6"
<http://purl.obolibrary.org/obo/GO_0006810>	"The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."	"Reactome:R-HSA-382551"
<http://purl.obolibrary.org/obo/CHEBI_49020>	"A chemical substance which inhibits the function of the endocrine glands, the biosynthesis of their secreted hormones, or the action of hormones upon their specific sites."	
<http://purl.obolibrary.org/obo/CHEBI_173084>	"Any substance that inhibits the process of ferroptosis (a type of programmed cell death dependent on iron and characterized by the accumulation of lipid peroxides) in organisms."	"PMID:32015325 PMID:33495651 Wikipedia:Ferroptosis PMID:32413317 PMID:32256352"
<http://purl.obolibrary.org/obo/CHEBI_36830>		
<http://purl.obolibrary.org/obo/CHEBI_58950>	"Any fatty acid anion with a chain length greater than C22."	
<http://purl.obolibrary.org/obo/CHEBI_88227>	"Any ionophore capable of transportation of potassium ions across membranes."	"PMID:11841304"
<http://purl.obolibrary.org/obo/PATO_0000467>	"A quality inhering in a bearer by virtue of the bearer's existence."	
<http://purl.obolibrary.org/obo/CHEBI_33673>		
<http://purl.obolibrary.org/obo/PHIPO_0000008>	"A phenotype where the ability of a pathogen effector to produce an infectious disease is present."	
<http://purl.obolibrary.org/obo/CHEBI_3534>	"A semisynthetic first-generation cephalosporin antibiotic having methyl and beta-(2R)-2-amino-2-phenylacetamido groups at the 3- and 7- of the cephem skeleton, respectively. It is effective against both Gram-negative and Gram-positive organisms, and is used for treatment of infections of the skin, respiratory tract and urinary tract."	"DrugBank:DB00567 PMID:22559990 PMID:23457080 PMID:23545436 PMID:23688276 PMID:29017833 Patent:US3275626 Drug_Central:571 Beilstein:965503 PMID:10930630 PMID:12833570 CAS:15686-71-2 Reaxys:4238892 KEGG:C06895 PMID:23811740 PMID:23061564 HMDB:HMDB0014707 VSDB:1791 LINCS:LSM-5957 PMID:12569987 KEGG:D00263 PMID:24268227 PMID:24548092 PMID:1384868 PMID:2083978 Patent:US3507861 Wikipedia:Cefalexin"
<http://purl.obolibrary.org/obo/CHEBI_50406>	"A role played by a molecular entity used to study the microscopic environment."	
<http://purl.obolibrary.org/obo/PHIPO_0001041>	"A cell phenotype in which the amount of a specific substance measured in a pathogen or host cell is higher than normal."	
<http://purl.obolibrary.org/obo/GO_0006858>	"The transport of substances that occurs outside cells."	
<http://purl.obolibrary.org/obo/CHEBI_33457>	"A pnictogen oxoacid which contains phosphorus and oxygen, at least one hydrogen atom bound to oxygen, and forms an ion by the loss of one or more protons."	
<http://purl.obolibrary.org/obo/CHEBI_87204>	"A member of the class of pyrimidines that has significant antifungal properties."	
<http://purl.obolibrary.org/obo/CHEBI_9448>	"A tertiary amine that is N-methyl-1-naphthalenemethylamine in which the amino hydrogen is replaced by a 3-(tertbutylethynyl)allyl group. An antifungal agent administered orally (generally as the hydrochloride salt) for the treatment of skin and nail infections."	"PMID:24410098 PMID:24447130 MetaCyc:CPD-10571 Wikipedia:Terbinafine HMDB:HMDB0014995 PMID:24563892 CAS:91161-71-6 DrugBank:DB00857 PMID:24490976 PMID:24497012 Drug_Central:2597 PMID:24581620 PMID:23750489 PMID:24588014 PMID:24452843 PMID:24126579 PMID:24389279 PMID:24533442 PMID:23802806 PMID:24576265 Reaxys:4256376 KEGG:D02375 PMID:24477462 PMID:23895037 PMID:23841559 KEGG:C08079 PMID:24352873"
<http://purl.obolibrary.org/obo/CHEBI_83781>	"The (R)-enantiomer of 1-(4-chlorophenyl)-4,4-dimethyl-3-(1H-1,2,4-triazol-1-ylmethyl)pentan-3-ol."	"Reaxys:5749275"
<http://purl.obolibrary.org/obo/PHIPO_0000126>	"A single species pathogen growth phenotype in which the frequency of occurrence of pathogen penetration begins sooner than normal when assessed for penetration ability on a given experimental substance/membrane."	
<http://purl.obolibrary.org/obo/PHIPO_0000188>	"A pathogen colonization of host phenotype which affects the vegetative growth or proliferation of the pathogen on the host surface."	
<http://purl.obolibrary.org/obo/CHEBI_76895>	"An EC 3.6.* (hydrolases acting on acid anhydrides) inhibitor that interferes with the action of any such enzyme that catalyses transmembrane movement of substances (EC 3.6.3.*)."	
<http://purl.obolibrary.org/obo/CHEBI_3478>	"A cephalosporin bearing chloro and (R)-2-amino-2-phenylacetamido groups at positions 3 and 7, respectively, of the cephem skeleton."	"PMID:12485718 Patent:DE2408698 Patent:US3925372 Drug_Central:525 PMID:12569987 LINCS:LSM-5368 CAS:53994-73-3 PMID:10930630 KEGG:C06877 PMID:29017833 PMID:18969055 KEGG:D00256 Wikipedia:Cefaclor HMDB:HMDB0014971 Reaxys:3632473 PMID:10230635 PMID:11963587 DrugBank:DB00833 PMID:15812119"
<http://purl.obolibrary.org/obo/CHEBI_75592>	"A 4-amino-1,2-oxazolidin-3-one that has S configuration. An antibiotic isolated from Erwinia uredovora."	"DrugBank:DB00260 PMID:4150977 KEGG:D04706 PMID:6501090 PMID:6723595 PMID:7353584 LINCS:LSM-5639 PMID:8556395 PMID:3771514 MetaCyc:CPD-2483 HMDB:HMDB0014405 PMID:638858 CAS:339-72-0 PMID:3430071 PMID:19932170 Reaxys:80799"
<http://purl.obolibrary.org/obo/PHIPO_0001433>	"A growth phenotype which describes the resistance of individuals or populations after exposure to cyprodinil. Typically, organisms are deemed resistant to a chemical if they survive at a concentration of the chemical that does not allow wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/PHIPO_0000378>	"A growth phenotype which describes the sensitivity of individuals or populations after exposure to carboxin. Typically, organisms are deemed sensitive to a chemical if they stop growing (and may die) at a concentration of the chemical that allows wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_16240>	"An inorganic peroxide consisting of two hydroxy groups joined by a covalent oxygen-oxygen single bond."	"PMID:26352695 HMDB:HMDB0003125 PMID:9168257 PMID:19107210 PMID:9100841 PMID:11893576 PMID:17020896 PMID:9051670 PMID:15298493 PMID:11864786 PMID:10557015 PMID:12867293 PMID:26365231 Drug_Central:3281 PMID:11318558 Reaxys:3587191 PMID:19509065 PMID:9202721 PMID:19229032 PMID:18179203 PMID:10849784 PMID:11387393 KEGG:D00008 MolBase:932 PMID:8451754 PMID:11809417 KEGG:C00027 PMID:16463018 PMID:7581816 PMID:19297450 PMID:9558114 PMID:18306736 PMID:12934880 PMID:17948137 Wikipedia:Hydrogen_peroxide PMID:18443210 CAS:7722-84-1 PDBeChem:PEO PMID:17179007 PMID:15133946 PMID:11105916 PMID:7548021 PMID:16337875 PMID:10455187 PMID:18592736 Gmelin:509 PMID:8375042 PMID:8048546 PPDB:387 PMID:11033421 PMID:15028418 PMID:17610934 PMID:16864869 MetaCyc:HYDROGEN-PEROXIDE PMID:18182702 PMID:14679422"
<http://purl.obolibrary.org/obo/PHIPO_0000310>	"The pathogen has the ability to cause infectious disease dependent upon the gene for gene relationship between the pathogen and host genotype and this is unaltered compared to the wildtype interaction. This may result in disease (virulence) or no disease (avirulence)."	
<http://purl.obolibrary.org/obo/CHEBI_50845>	"Tetracycline in which the 5beta-hydrogen is replaced by a hydroxy group, while the 6alpha-hydroxy group is replaced by hydrogen. A semi-synthetic tetracycline antibiotic, it is used to inhibit bacterial protein synthesis and treat non-gonococcal urethritis and cervicitis, exacerbations of bronchitis in patients with chronic obstructive pulmonary disease (COPD), and adult periodontitis."	"PMID:11477376 MetaCyc:CPD-19256 Drug_Central:961 VSDB:1840 PMID:34338231 PMID:34228348 KEGG:D07876 PMID:11891205 PMID:23698443 PMID:16651635 PMID:34318509 LIPID_MAPS_instance:LMPK07000001 PMCID:PMC8464303 Reaxys:3041790 PMID:11850258 PDBeChem:DXT PMID:24134630 Chemspider:10469369 CAS:564-25-0 PMID:34355683 PMID:34551605 Patent:US3200149 PMID:19630297 KNApSAcK:C00017127 PMID:34577552 KEGG:C06973 PMID:34128838 PMID:1650428 HMDB:HMDB0014399 Wikipedia:Doxycycline DrugBank:DB00254 PMCID:PMC8466018 Patent:US3019260"
<http://purl.obolibrary.org/obo/PHIPO_0001269>	"A pathogen host interaction phenotype where the presence of a pathogen (or symbiont) has resulted in a decreased number of plant galls (BTO:0005833 plant gall)."	
<http://purl.obolibrary.org/obo/PHIPO_0001010>	"A transport phenotype observed in the vegetative growth phase of the life cycle in which vesicle-mediated transport is normal (i.e. indistinguishable from wild type)."	"FYPO:0006432"
<http://purl.obolibrary.org/obo/PHIPO_0000134>	"A single species molecular function phenotype in which the binding of one protein to another is normal (i.e. indistinguishable from wild type). The relevant proteins may include the one encoded by the mutated gene, or may both be encoded by different genes."	"FYPO:0000703"
<http://purl.obolibrary.org/obo/CHEBI_28616>	"A one-carbon compound that is ammonia in which one of the hydrogens is replaced by a carboxy group. Although carbamic acid derivatives are common, carbamic acid itself has never been synthesised."	"Wikipedia:Carbamic_acid DrugBank:DB04261 PDBeChem:OUT KEGG:C01563 Beilstein:1734754 Gmelin:130345 CAS:463-77-4"
<http://purl.obolibrary.org/obo/CHEBI_17883>	"A mononuclear parent hydride consisting of covalently bonded hydrogen and chlorine atoms."	"CAS:7647-01-0 Wikipedia:Hydrochloric_acid HMDB:HMDB0002306 Wikipedia:HCl PMID:15823700 KEGG:C01327 PMID:17492841 KEGG:D02057 Gmelin:322 MetaCyc:HCL PMID:22804993 Reaxys:1098214 Drug_Central:4568"
<http://purl.obolibrary.org/obo/CHEBI_7489>	"2-Deoxy-D-streptamine glycosylated at the 4-oxygen with a 6-amino-alpha-D-glucosaminyl group."	"PMID:17416529 PMID:1008820 PMID:19276260 PMID:16870442 DrugBank:DB04808 PMID:20000576 PMID:21135992 PDBeChem:XXX CAS:3947-65-7 PMID:16942021 PMID:17317190 Reaxys:26714 KEGG:C01441 PMID:16361562"
<http://purl.obolibrary.org/obo/PHIPO_0001314>	"A growth phenotype which describes the sensitivity of individuals or populations after exposure to zoxamide. Typically, organisms are deemed sensitive to a chemical if they stop growing (and may die) at a concentration of the chemical that allows wild type individuals or populations to grow."	
<http://purl.obolibrary.org/obo/CHEBI_6032>	"A pyridinemonocarboxylic acid in which the carboxy group is at position 4 of the pyridine ring."	"Wikipedia:Isonicotinic_Acid PMID:23832340 HMDB:HMDB0060665 PMID:22537922 CAS:55-22-1 KEGG:C07446 PMID:13115353 Gmelin:68876 PMID:23929452 Reaxys:109599"
<http://purl.obolibrary.org/obo/PHIPO_0000999>	"A pathogen host interaction phenotype where the morphology of the pathogen during host colonization is abnormal. This relates to the pathogen colonization of the body, tissues, or cells of the host organism."	
