?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/PHIPO_0000653>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to fluconazole"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001114>	<http://www.w3.org/2000/01/rdf-schema#label>	"decreased number of pathogen asexual sporulation structures within host lesion"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001144>	<http://www.w3.org/2000/01/rdf-schema#label>	"decreased level of host defense-related RNA involved in a pathogen interaction"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000175>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete normal pathogen growth on host surface"	
<http://purl.obolibrary.org/obo/PHIPO_0000310>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete normal effector of virulence"	
<http://purl.obolibrary.org/obo/PHIPO_0001095>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal localization of chitin in cell"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000950>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete pathogen spore germination on host phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0001106>	<http://www.w3.org/2000/01/rdf-schema#label>	"presence of pathogen host protein-protein interaction"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000422>	<http://www.w3.org/2000/01/rdf-schema#label>	"altered carbohydrate binding specificity"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000291>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete colour absent"	
<http://purl.obolibrary.org/obo/PHIPO_0000167>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete pathogen host interaction RNA binding phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0000557>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to myriocin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000788>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to fosfomycin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000606>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to rifampicin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000837>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to rifabutin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000823>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to cercosporamide"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001130>	<http://www.w3.org/2000/01/rdf-schema#label>	"stunted host growth during pathogen colonization"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000395>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to terbinafine"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000153>	<http://www.w3.org/2000/01/rdf-schema#label>	"normal RNA binding"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000191>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete decreased pathogen host interaction DNA binding"	
<http://purl.obolibrary.org/obo/PHIPO_0000018>	<http://www.w3.org/2000/01/rdf-schema#label>	"lipid droplets present in decreased numbers"	
<http://purl.obolibrary.org/obo/PHIPO_0001218>	<http://www.w3.org/2000/01/rdf-schema#label>	"chemical phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000669>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to fenarimol"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001204>	<http://www.w3.org/2000/01/rdf-schema#label>	"decreased extent of host-defense induced lesion by host hypersensitive response"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000048>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal sexual reproduction"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000207>	<http://www.w3.org/2000/01/rdf-schema#label>	"loss of mutualism"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000438>	<http://www.w3.org/2000/01/rdf-schema#label>	"altered substrate specificity"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000276>	<http://www.w3.org/2000/01/rdf-schema#label>	"normal tissue phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000034>	<http://www.w3.org/2000/01/rdf-schema#label>	"cell phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0001122>	<http://www.w3.org/2000/01/rdf-schema#label>	"decreased number of sexual sporulation structures"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000183>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete normal pathogen host interaction DNA binding"	
<http://purl.obolibrary.org/obo/PHIPO_0000435>	<http://www.w3.org/2000/01/rdf-schema#label>	"abolished catalytic activity"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000652>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to rapamycin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000883>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to levofloxacin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000732>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to doripenem"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000421>	<http://www.w3.org/2000/01/rdf-schema#label>	"abolished carbohydrate binding"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001143>	<http://www.w3.org/2000/01/rdf-schema#label>	"abolished pathogen protein localization to host chloroplast"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000501>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete increased level of deoxynivalenol"	
<http://purl.obolibrary.org/obo/PHIPO_0000570>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to sulfanilamide"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000605>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to 4-aminosalicylic acid"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000836>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to rifampicin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000948>	<http://www.w3.org/2000/01/rdf-schema#label>	"mutualism absent"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000941>	<http://www.w3.org/2000/01/rdf-schema#label>	"short germ tube"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000786>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to oligomycin"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000828>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to tricyclazole"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000289>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete altered colour"	
<http://purl.obolibrary.org/obo/PHIPO_0000866>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to hymexazol"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001135>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to sorbitol"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000338>	<http://www.w3.org/2000/01/rdf-schema#label>	"increased pathogen cell to cell migration within host"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000196>	<http://www.w3.org/2000/01/rdf-schema#label>	"normal aerial height of filament"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000555>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to tetracycline"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001217>	<http://www.w3.org/2000/01/rdf-schema#label>	"stress phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000613>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to epoxyconazole"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000717>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to minocycline"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000047>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal asexual reproduction"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001247>	<http://www.w3.org/2000/01/rdf-schema#label>	"pathogen modulation of host metabolic process phenotype"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000220>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete pathogen host interaction metabolic process phenotype"	
<http://purl.obolibrary.org/obo/PHIPO_0001121>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal sexual reproductive structure development"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000891>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to hygromycin B"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001016>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete altered level of host callose deposition induced by pathogen"	
<http://purl.obolibrary.org/obo/PHIPO_0000324>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete abnormal effector of pathogenicity suppression of host defense"	
<http://purl.obolibrary.org/obo/PHIPO_0001233>	<http://www.w3.org/2000/01/rdf-schema#label>	"pathogen inhibition of host defense induced acidification in phagolysome"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000182>	<http://www.w3.org/2000/01/rdf-schema#label>	"absence of host-defense induced lesion by host hypersensitive response"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000077>	<http://www.w3.org/2000/01/rdf-schema#label>	"abnormal sexual sporulation"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000660>	<http://www.w3.org/2000/01/rdf-schema#label>	"resistance to ceftazidime"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001002>	<http://www.w3.org/2000/01/rdf-schema#label>	"host morphology phenotype during pathogen invasion"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000844>	<http://www.w3.org/2000/01/rdf-schema#label>	"sensitive to propiconazole"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000063>	<http://www.w3.org/2000/01/rdf-schema#label>	"sexual spores present"@en	
<http://purl.obolibrary.org/obo/PHIPO_0001151>	<http://www.w3.org/2000/01/rdf-schema#label>	"normal host size during pathogen invasion"@en	
<http://purl.obolibrary.org/obo/PHIPO_0000233>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"presence of pathogen deoxynivalenol within host"	
<http://purl.obolibrary.org/obo/PHIPO_0001180>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"abolished effector-independent host hypersensitive response"	
<http://purl.obolibrary.org/obo/PHIPO_0000331>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"pathogen invasion of host present"	
<http://purl.obolibrary.org/obo/PHIPO_0001058>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"normal rugose colony morphology"	
<http://purl.obolibrary.org/obo/PHIPO_0001036>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"increased accumulation of substance in cell"	
<http://purl.obolibrary.org/obo/PHIPO_0001052>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"hyper-smooth colony morphology"	
<http://purl.obolibrary.org/obo/PHIPO_0000360>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"increased pathogen invasion of host"	
<http://purl.obolibrary.org/obo/PHIPO_0000477>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"gain of effector-mediated host programmed cell death during necrotrophy"	
<http://purl.obolibrary.org/obo/PHIPO_0000477>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"presence of host necrotic cell death"	
<http://purl.obolibrary.org/obo/PHIPO_0000477>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"presence of effector-mediated host programmed cell death during necrotrophy"	
<http://purl.obolibrary.org/obo/PHIPO_0000477>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"gain of presence of host lesion"	
<http://purl.obolibrary.org/obo/PHIPO_0000477>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"gain of host necrotic cell death"	
<http://purl.obolibrary.org/obo/PHIPO_0000477>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"presence of host lesion"	
<http://purl.obolibrary.org/obo/PHIPO_0001225>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"abolished PAMP receptor decoy activity"	
<http://purl.obolibrary.org/obo/PHIPO_0001225>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"PAMP receptor decoy activity absent"	
<http://purl.obolibrary.org/obo/PHIPO_0000190>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"delayed effector-mediated host hypersensitive response during biotrophy"	
<http://purl.obolibrary.org/obo/PHIPO_0000190>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"delayed host necrotic cell death"	
<http://purl.obolibrary.org/obo/PHIPO_0000190>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"delayed presence of host lesion"	
<http://purl.obolibrary.org/obo/PHIPO_0000437>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"gain of catalytic activity"	
<http://purl.obolibrary.org/obo/PHIPO_0001224>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"decreased PAMP receptor decoy activity"	
<http://purl.obolibrary.org/obo/PHIPO_0001001>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"abnormal organization of pathogen septin collar during colonization of host"	
<http://purl.obolibrary.org/obo/PHIPO_0000203>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"increased aerial height of filamentous colony"	
<http://purl.obolibrary.org/obo/PHIPO_0000954>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"normal pathogen growth within host"	
<http://purl.obolibrary.org/obo/PHIPO_0000975>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"faster growth"	
<http://purl.obolibrary.org/obo/PHIPO_0000365>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"reduced pathogen biomass within host tissue"	
<http://purl.obolibrary.org/obo/PHIPO_0000513>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"lethal"	
<http://purl.obolibrary.org/obo/PHIPO_0000513>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"essential"	
<http://purl.obolibrary.org/obo/PHIPO_0000414>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"abnormal population growth during dimorphic yeast-form"	
<http://purl.obolibrary.org/obo/PHIPO_0001210>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"normal hyphal colony shape"	
<http://purl.obolibrary.org/obo/PHIPO_0001210>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"normal filamentous formation"	
<http://purl.obolibrary.org/obo/PHIPO_0001210>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"normal filament formation"	
<http://purl.obolibrary.org/obo/PHIPO_0001210>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"normal colony morphology"	
<http://purl.obolibrary.org/obo/PHIPO_0001210>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"normal hyphal colony morphology"	
<http://purl.obolibrary.org/obo/PHIPO_0001210>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"normal hyphae formation"	
<http://purl.obolibrary.org/obo/PHIPO_0001210>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"normal size of filamentous colony"	
<http://purl.obolibrary.org/obo/PHIPO_0001210>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"normal population growth during dimorphic hyphal-form"	
<http://purl.obolibrary.org/obo/PHIPO_0001078>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"non-pigmented"	
<http://purl.obolibrary.org/obo/PHIPO_0001078>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"albino"	
<http://purl.obolibrary.org/obo/PHIPO_0000945>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"abnormal cellular ROS accumulation"	
<http://purl.obolibrary.org/obo/PHIPO_0001215>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"abnormal hyphal colony morphology"	
<http://purl.obolibrary.org/obo/PHIPO_0001215>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"abnormal filament formation"	
<http://purl.obolibrary.org/obo/PHIPO_0001215>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"abnormal shape of hyphal colony"	
<http://purl.obolibrary.org/obo/PHIPO_0001215>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"abnormal hyphal formation"	
<http://purl.obolibrary.org/obo/PHIPO_0001215>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"abnormal size of hyphal colony"	
<http://purl.obolibrary.org/obo/PHIPO_0001215>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"abnormal size of filamentous colony"	
<http://purl.obolibrary.org/obo/PHIPO_0000045>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"normal parthenogenesis"	
<http://purl.obolibrary.org/obo/PHIPO_0000974>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"slower growth"	
<http://purl.obolibrary.org/obo/PHIPO_0001027>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"decreased protein accumulation"	
<http://purl.obolibrary.org/obo/PHIPO_0001244>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"increased number of pycnidia within host"	
<http://purl.obolibrary.org/obo/PHIPO_0000461>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"host necrotic cell death"	
<http://purl.obolibrary.org/obo/PHIPO_0000461>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"presence of host lesion"	
<http://purl.obolibrary.org/obo/PHIPO_0000461>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"host programmed cell death phenotype induced by pathogen presence"	
<http://purl.obolibrary.org/obo/PHIPO_0001026>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"increased protein accumulation"	
<http://purl.obolibrary.org/obo/PHIPO_0001161>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"absence of pathogen induced host phenolic compound"	
<http://purl.obolibrary.org/obo/PHIPO_0001069>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"pathogen induced death of host organism"	
<http://purl.obolibrary.org/obo/PHIPO_0001069>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"precocious senescence"	
<http://purl.obolibrary.org/obo/PHIPO_0001069>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"host kill assay"	
<http://purl.obolibrary.org/obo/PHIPO_0001069>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"inviable host organism with pathogen"	
<http://purl.obolibrary.org/obo/PHIPO_0001055>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"increased size of filamentous colony"	
<http://purl.obolibrary.org/obo/PHIPO_0001055>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"increased filamentous growth"	
<http://purl.obolibrary.org/obo/PHIPO_0000355>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"abolished pathogen penetration into host"	
<http://purl.obolibrary.org/obo/PHIPO_0000355>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"pathogen invasion of host absent"	
<http://purl.obolibrary.org/obo/PHIPO_0001098>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"sensitive to stress during growth"	
